code,icao,name,latitude,longitude,elevation,url,time_zone,city_code,country,city,state,county,type
TFL,SNTO,Teofilo Otoni,-17.85,-41.5,1572,,America/Sao_Paulo,TFL,BR,Teofilo Otoni,Minas Gerais,Teofilo Otoni,AP
TFM,AYTE,Telefomin,-5.183333,141.63333,4950,,Pacific/Port_Moresby,TFM,PG,,,,AP
TFN,GCXO,Tenerife North Airport,28.48275745,-16.34122474502233,2076,,Atlantic/Canary,TCI,ES,La Laguna,Canary Islands,Provincia de Santa Cruz de Tenerife,AP
TFR,,Ramadan,30.1175,31.400833,0,,Africa/Cairo,TFR,EG,Al Khankah,Muhafazat al Qalyubiyah,,AP
TFS,GCTS,Tenerife South Airport,28.046054650000002,-16.57271529967347,209,,Atlantic/Canary,TCI,ES,San Isidro,Canary Islands,Provincia de Santa Cruz de Tenerife,AP
TFT,OPTT,Taftan,28.583332,61.36667,2742,,Asia/Karachi,TFT,PK,Khash,Sistan and Baluchestan,,AP
TFU,ZUTF,Chengdu Tianfu International Airport,30.302939549999998,104.44626140754374,1444,,Asia/Chongqing,TFU,CN,Jiancheng,Sichuan,,AP
TFY,WILP,Muhammad Taufiq Kiemas Airport,-5.211562,103.936501,118,,Asia/Jakarta,TFY,ID,Krui,Lampung,,AP
TGA,WSAT,Tengah Air Base,1.390031,103.699468,50,,Asia/Singapore,TGA,SG,Johor Bahru,Johor,,AP
TGB,,Tagbita,1.416667,126.78333,0,,Asia/Manila,TGB,PH,Susupu,Maluku Utara,,AP
TGC,WBGT,Tanjung Manis Airport,2.1800914,111.20472401142936,15,,Asia/Kuching,TGC,MY,Sarikei,Sarawak,,AP
TGD,LYPG,Podgorica Airport,42.3605703,19.25007158353284,141,http://www.montenegroairports.com/?menu=2,Europe/Podgorica,TGD,ME,Mojanovici,,,AP
TGE,AL73,Sharpe Field,32.466667,-85.683334,253,,America/Chicago,TGE,US,Tuskegee,Alabama,Macon County,AP
TGG,WMKN,Sultan Mahmud Airport,5.37710725,103.0984306408296,21,,Asia/Kuala_Lumpur,TGG,MY,Kuala Terengganu,Terengganu,,AP
TGH,NVST,Tongoa,-16.890869549999998,168.55130308029692,443,,Pacific/Efate,TGH,VU,,,,AP
TGI,SPGM,Tingo Maria,-9.288856299999999,-76.00496646862787,2010,,America/Lima,TGI,PE,Tingo Maria,Huanuco,Provincia de Leoncio Prado,AP
TGJ,NWWA,Tiga,-21.0986117,167.8044055,128,,Pacific/Noumea,TGJ,NC,Tadine,Loyalty Islands,Mare,AP
TGK,URRT,Taganrog,47.243378,38.864017,117,http://www.beriev.com/rus/airport.html,Europe/Moscow,TGK,RU,Taganrog,Rostov,,AP
TGL,AYTG,Tagula,-11.5,153.5,59,,Pacific/Port_Moresby,TGL,PG,Samarai,Milne Bay,,AP
TGM,LRTM,Transilvania,46.533333,24.533333,963,,Europe/Bucharest,TGM,RO,Sancraiu de Mures,Mures,Comuna Sancraiu de Mures,AP
TGN,YLTV,La Trobe Regional,-38.2,146.56667,180,,Australia/Melbourne,TGN,AU,Traralgon,Victoria,Latrobe,AP
TGO,ZBTL,Tongliao Airport,43.5535787,122.19956104166323,2395,,Asia/Shanghai,TGO,CN,Tongliao,Inner Mongolia,,AP
TGP,UNIP,Podkamennaya Tunguska Airport,61.58585095,89.98597312163324,213,,Asia/Krasnoyarsk,TGP,RU,Podkamennaya Tunguska,Krasnoyarskiy,,AP
TGQ,SWTS,Tangara da Serra,-14.66279795,-57.44358442390656,1460,,America/Cuiaba,TGQ,BR,Nova Olimpia,Mato Grosso,Nova Olimpia,AP
TGR,DAUK,Touggourt Airport,33.0733139,6.090476641530314,279,,Africa/Algiers,TGR,DZ,Touggourt,Ouargla,,AP
TGS,,Chokwe,-24.616667,32.416668,0,,Africa/Maputo,TGS,MZ,Chokwe,Gaza,,AP
TGT,HTTG,Tanga Airport,-5.09477935,39.06655217051742,129,,Africa/Dar_es_Salaam,TGT,TZ,Tanga,Tanga,,AP
TGU,MHTG,Toncontin Airport,14.0603447,-87.21931915065048,3294,,America/Tegucigalpa,TGU,HN,Tegucigalpa,Francisco Morazan,,AP
TGV,LBTG,Targovishte,42.416668,24.5,666,,Europe/Sofia,TGV,BG,Suedinenie,Plovdiv,Obshtina Suedinenie,AP
TGZ,MMTG,Angel Albino Corzo International Airport,16.56361,-93.0225,1499,http://www.chiapas.aero/index.html,America/Mexico_City,TGZ,MX,Ignacio Allende,Chiapas,Chiapa de Corzo,AP
THA,KTHA,Tullahoma/William Northern Field,35.36667,-86.183334,1083,http://www.tullahomatn.gov/airport/,America/Chicago,THA,US,,,,AP
THB,FXTA,Thaba-Tseka,-28.833332,29.5,7500,,Africa/Maseru,THB,LS,Bergville,KwaZulu-Natal,uThukela District Municipality,AP
THC,GLTN,Tchien,6.04680205,-8.138741449938696,790,,Africa/Monrovia,THC,LR,Zwedru,Grand Gedeh,,AP
THD,VVTX,Bai Thuong Airport,19.901667,105.467778,59,,Asia/Ho_Chi_Minh,THD,VN,Thi Tran Tho Xuan,Thanh Hoa,,AP
THE,SBTE,Teresina Airport,-5.0598744,-42.823510202633514,219,,America/Fortaleza,THE,BR,Teresina,Piaui,Teresina,AP
THG,YTNG,Thangool,-24.4946875,150.57686173589832,644,,Australia/Brisbane,THG,AU,,,,AP
THH,NZTS,Taharoa,-38.166109649999996,174.70515267688035,69,,Pacific/Auckland,THH,NZ,Raglan,Waikato,Waikato District,AP
THI,GQNC,Tichitt,18.4339423,-9.486411,561,,Africa/Nouakchott,THI,MR,'Ayoun el 'Atrous,Hodh el Gharbi,,AP
THK,VLTK,Thakhek,17.3778899,104.8552895,449,,Asia/Vientiane,THK,LA,Thakhek,Khammouan,,AP
THL,VYTL,Tachilek Airport,20.48499535,99.93498439739474,1280,,Asia/Rangoon,THL,MM,Mae Sai,Chiang Rai,,AP
THM,KTHM,Thompsonfield,39.183334,-91.98333,2467,,America/Chicago,THM,US,Mexico,Missouri,Audrain County,AP
THN,ESGT,Trollhattan Airport,58.266666,12.3,137,,Europe/Stockholm,THN,SE,Trollhattan,Vaestra Goetaland,Trollhattan,AP
THO,BITN,Thorshofn,66.21763305,-15.334863039186512,65,,Atlantic/Reykjavik,THO,IS,,,,AP
THP,KHSG,Hot Springs,43.65,-108.21667,4895,,America/Denver,THP,US,Thermopolis,Wyoming,Hot Springs County,AP
THQ,ZLTS,Maijishan,34.5593442,105.8635664859774,3590,,Asia/Shanghai,THQ,CN,Beidao,Gansu Sheng,,AP
THR,OIII,Mehrabad International Airport,35.6979248,51.278399738353954,3962,,Asia/Tehran,THR,IR,Tehran,Tehran,,AP
THS,VTPO,Sukhothai Airport,17.235404799999998,99.81971869027117,179,,Asia/Bangkok,THS,TH,Si Samrong,Sukhothai,,AP
THT,GQNT,Tamchakett,17.233334,-10.816667,620,,Africa/Nouakchott,THT,MR,Kiffa,Assaba,,AP
THU,BGTL,Pituffik Airport,76.53333,-68.7,251,,America/Thule,THU,GL,,,,AP
THV,KTHV,York Airport,39.95,-76.71667,495,,America/New_York,THV,US,Valley View,Pennsylvania,York County,AP
THW,,Harbour SPB,8.569151,81.23291,0,,Asia/Colombo,TRR,LK,,,,AP
THX,UOTT,Turukhansk Airport,65.80012070000001,87.92869527915198,128,,Asia/Krasnoyarsk,THX,RU,Turukhansk,Krasnoyarskiy,,AP
THY,FATH,Thohoyandou,-22.883333,30.55,2021,,Africa/Johannesburg,THY,ZA,Thohoyandou,Limpopo,Vhembe District Municipality,AP
THZ,DRRT,Tahoua,14.8676617,5.253089017440471,1266,,Africa/Niamey,THZ,NE,Tahoua,Tahoua,,AP
TIA,LATI,Tirana International Airport,41.419132,19.71328,126,http://www.tirana-airport.com/,Europe/Tirane,TIA,AL,Preze,Tirane,Rrethi i Tiranes,AP
TIB,SKTB,Tibu,8.631475550000001,-72.73192370904502,194,,America/Bogota,TIB,CO,Tibu,Norte de Santander,,AP
TIC,,Tinak Island,7.05,171.78334,4,,Pacific/Majuro,TIC,MH,Arno,Arno Atoll,,AP
TID,DAOB,Bouchekif Abde Al-hafidh Boussof,35.466667,1.35,3245,,Africa/Algiers,TID,DZ,Tiaret,Tiaret,,AP
TIE,HATP,Tippi,7.201111,35.41528,1100,,Africa/Addis_Ababa,TIE,ET,Tippi,"Southern Nations, Nationalities, and People's Region",,AP
TIF,OETF,Taif Airport,21.4854494,40.539456606786985,4848,,Asia/Riyadh,TIF,SA,Ta'if,Makkah,,AP
TIG,,Tingwon,-2.6,149.78334,30,,Pacific/Port_Moresby,TIG,PG,,,,AP
TIH,NTGC,Tikehau Atoll Airport,-15.118639,-148.2338,6,,Pacific/Tahiti,TIH,PF,,,,AP
TII,OATN,Tirinkot,32.86667,65.63333,4429,,Asia/Kabul,TII,AF,Tarinkot,Oruzgan,Tarin Kot,AP
TIJ,MMTJ,Tijuana Airport,32.54236105,-116.97017165699292,489,http://aeropuertosgap.com.mx/english/airports/tijuana-airport,America/Tijuana,TIJ,MX,Tijuana,Baja California,,AP
TIK,KTIK,Tinker AFB,35.4117548,-97.39079739063683,1291,http://www.tinker.af.mil/,America/Chicago,OKC,US,Midwest City,Oklahoma,Oklahoma County,AP
TIL,CFQ4,Inverlake,50.5,-1.03,3300,,America/Edmonton,TIL,CA,Bembridge,England,Isle of Wight,AP
TIM,WAYY,Timika Airport,-4.523683800000001,136.8780958916816,103,,Asia/Jayapura,TIM,ID,Mapurujaya,Papua,,AP
TIN,DAOF,Tindouf Airport,27.7014134,-8.167237444382948,1453,,Africa/Algiers,TIN,DZ,Tindouf,Tindouf,,AP
TIO,VYHN,Tilin,20.0,96.0,1385,,Asia/Rangoon,TIO,MM,Nay Pyi Taw,Mandalay,,AP
TIP,HLLT,Tripoli International Airport,32.6682804,13.14624729995671,263,,Africa/Tripoli,TIP,LY,Al 'Aziziyah,Sha`biyat al Jafarah,,AP
TIQ,PGWT,Tinian International,14.99833865,145.6183628291265,271,,Pacific/Saipan,TIQ,MP,San Jose Village,Tinian,,AP
TIR,VOTP,Tirupati Airport,13.63291745,79.54291963437294,350,http://aai.aero/allAirports/tirupati_generalinfo.jsp,Asia/Kolkata,TIR,IN,Renigunta,Andhra Pradesh,Chittoor,AP
TIS,,Thursday Island,-10.5,142.05,0,,Australia/Brisbane,TIS,AU,,,,AP
TIU,NZTU,Timaru Airport,-44.29991735,171.22451732612393,89,,Pacific/Auckland,TIU,NZ,Timaru,Canterbury,Timaru District,AP
TIV,LYTV,Tivat Airport,42.403729850000005,18.724834448309945,20,http://www.montenegroairports.com/?menu=3,Europe/Podgorica,TIV,ME,Tivat,Tivat,,AP
TIW,KTIW,Industrial,47.270557,-122.57306,294,,America/Los_Angeles,TIW,US,Wollochet,Washington,Pierce County,AP
TIX,KTIX,Space Coast Regional,28.5142066,-80.7990149,34,,America/New_York,TIX,US,Port Saint John,Florida,Brevard County,AP
TIY,GQND,Tidjikja,18.5670563,-11.4290322,1342,,Africa/Nouakchott,TIY,MR,Tidjikja,Tagant,,AP
TIZ,AYTA,Tari Airport,-5.8446016,142.94694677779594,5500,,Pacific/Port_Moresby,TIZ,PG,Tari,Hela,,AP
TJA,SLTJ,Capitan Oriel Lea Plaza Airport,-21.55652125,-64.70115841633374,6079,,America/La_Paz,TJA,BO,Tarija,Tarija,,AP
TJB,WIBT,Tanjung Balai,2.916667,99.73333,33,,Asia/Jakarta,TJB,ID,Tanjungbalai,North Sumatra,,AP
TJC,,Ticantiki,9.408333,-78.48889,17,,America/Panama,TJC,PA,Nargana,Guna Yala,,AP
TJG,WAON,Tanjung Warukin,-1.4,103.96667,197,,Asia/Jakarta,TJG,ID,Simpang,Jambi,,AP
TJH,RJBT,Tajima,35.5126611,134.78669074842486,584,,Asia/Tokyo,TJH,JP,Toyooka,Hyogo,,AP
TJI,MHTJ,Capiro,15.925833,-85.939445,3,,America/Tegucigalpa,TJI,HN,Trujillo,Colon,,AP
TJK,LTAW,Tokat,40.3085033,36.3689279948842,1831,,Europe/Istanbul,TJK,TR,Yesilyurt,Tokat,,AP
TJL,SBTG,Três Lagoas Airport,-20.754444,-51.683889,1050,http://guia.3lagoas.com.br/empresa/aeroporto-municipal-plinio-alarcon,America/Campo_Grande,TJL,BR,Tres Lagoas,Mato Grosso do Sul,Tres Lagoas,AP
TJM,USTR,Roshchino International Airport,57.1799511,65.34941663635888,378,,Asia/Yekaterinburg,TJM,RU,Moskovskiy,Tjumen,,AP
TJN,NTKM,Takume,-15.8577838,-142.26605624734879,7,,Pacific/Tahiti,TJN,PF,Atuona,,,AP
TJQ,WIKT,Bulutumbang Airport,-2.75,107.65,164,,Asia/Jakarta,TJQ,ID,Tanjung Pandan,Bangka-Belitung Islands,,AP
TJS,WALG,Tanjung Selor,2.83771095,117.3740725749155,10,,Asia/Makassar,TJS,ID,Tanjung Palas,North Kalimantan,,AP
TJU,UTDK,Kulyab Airport,37.988335,69.80666,2293,,Asia/Dushanbe,TJU,TJ,Kulob,Khatlon,,AP
TJV,VOTJ,Thanjavur,10.8,79.2,253,,Asia/Kolkata,TJV,IN,Thanjavur,Tamil Nadu,Thanjavur,AP
TKA,PATK,Talkeetna,62.321968049999995,-150.0918682875141,358,,America/Anchorage,TKA,US,,,,AP
TKB,AYTZ,Tekadu,-7.68129255,146.5503408810951,1310,,Pacific/Port_Moresby,TKB,PG,,,,AP
TKC,FKKC,Tiko,4.0900417000000004,9.36040578895086,151,,Africa/Douala,TKC,CM,Mutengene,South-West Province,,AP
TKD,DGTK,Takoradi Airport,4.8966362,-1.7740750697405612,21,,Africa/Accra,TKD,GH,,,,AP
TKE,TKE,Tenakee SPB,57.783333,-135.21666,0,http://www.tenakeespringsak.com/,America/Anchorage,TKE,US,Sitka,Alaska,Sitka City and Borough,AP
TKF,KTRK,Truckee-Tahoe,39.318085100000005,-120.13810245135681,5900,,America/Los_Angeles,TKF,US,Truckee,California,Nevada County,AP
TKG,WILL,Radin Inten II Airport,-5.24672045,105.18205915548504,282,,Asia/Jakarta,TKG,ID,Natar,Lampung,,AP
TKH,VTPI,Nakhon Sawan,15.25,100.35,107,,Asia/Bangkok,TKH,TH,Takhli,Nakhon Sawan,,AP
TKI,57A,Tokeen,55.9369008,-133.3261834,0,,America/Anchorage,TKI,US,,,,AP
TKJ,PFTO,Tok,63.3,-143.0,1639,,America/Anchorage,TKJ,US,,,,AP
TKK,PTKK,Chuuk International Airport,7.461951600000001,151.84307838327413,11,,Pacific/Chuuk,TKK,FM,Weno Town,Chuuk,Weno-Choniro Municipality,AP
TKL,TKL,Taku SPB,58.0,-134.0,0,,America/Anchorage,TKL,US,,,,AP
TKM,,El Peten,17.2281137,-89.6059401,0,,America/Guatemala,TKM,GT,,,,AP
TKN,RJKN,Tokunoshima,27.833332,128.88333,17,,Asia/Tokyo,TKN,JP,Naze,Kagoshima,,AP
TKO,FXTK,Tlokoeng,-29.2329998,28.8829994,7000,,Africa/Maseru,TKO,LS,Mokhotlong,Mokhotlong,,AP
TKP,NTGT,Takapoto,-15.45,-145.14166,12,,Pacific/Tahiti,TKP,PF,,,,AP
TKQ,HTKA,Kigoma Airport,-4.88471085,29.667859635949778,2700,,Africa/Dar_es_Salaam,TKQ,TZ,Kigoma,Kigoma,,AP
TKR,VGSG,Thakurgaon,26.0163994,88.4036026,176,,Asia/Dhaka,TKR,BD,Thakurgaon,Rangpur Division,,AP
TKS,RJOS,Tokushima Awaodori Airport,34.1329797,134.60537300786413,26,,Asia/Tokyo,TKS,JP,Narutocho-mitsuishi,Tokushima,,AP
TKT,VTPT,Tak,16.878332,99.15222,478,,Asia/Bangkok,TKT,TH,Tak,Tak,,AP
TKU,EFTU,Turku Airport,60.5133902,22.26333725991195,161,https://www.finavia.fi/en/turku/,Europe/Helsinki,TKU,FI,Turku,Varsinais-Suomi,Turku,AP
TKV,NTGO,Tatakoto,-17.283333,-138.33333,12,,Pacific/Tahiti,TKV,PF,,,,AP
TKW,AYTN,Tekin,-5.24379985,142.1648387971141,5785,,Pacific/Port_Moresby,TKW,PG,Porgera,Enga,,AP
TKX,NTKR,Takaroa,-14.4563277,-145.0259031,13,,Pacific/Tahiti,TKX,PF,Tautira,,,AP
TKY,YTKY,Turkey Creek,-17.066668,128.25,0,,Australia/Perth,TKY,AU,,,,AP
TKZ,NZTO,Tokoroa,-38.216667,175.83333,1220,,Pacific/Auckland,TKZ,NZ,Tokoroa,Waikato,South Waikato District,AP
TLA,PATE,Teller Airport,65.24050875,-166.33930313262823,294,,America/Anchorage,TLA,US,,,,AP
TLB,OPTA,Tarbela,34.13333,72.816666,1114,,Asia/Karachi,TLB,PK,Khalabat,Khyber Pakhtunkhwa,,AP
TLC,MMTO,Toluca International Airport,19.283333,-99.666664,8466,,America/Mexico_City,MEX,MX,Toluca,Mexico,,AP
TLD,FBLV,Limpopo Valley,-22.192227449999997,29.132088297657788,1772,,Africa/Gaborone,TLD,BW,Mathathane,Central,,AP
TLE,FMST,Tulear,-23.389723,43.724167,29,,Indian/Antananarivo,TLE,MG,Toliara,Atsimo-Andrefana,Toliara I District,AP
TLF,2K5,Telida,63.666668,-152.5,650,,America/Anchorage,TLF,US,Y,Alaska,Matanuska-Susitna Borough,AP
TLG,,Tulagi Island,-9.1,160.15,0,,Pacific/Guadalcanal,TLG,SB,Tulaghi,Central Province,,AP
TLH,KTLH,Tallahassee International Airport,30.39782605,-84.35908394368526,81,,America/New_York,TLH,US,Tallahassee,Florida,Leon County,AP
TLI,WAMI,Tolitoli,1.033333,120.816666,40,,Asia/Makassar,TLI,ID,Tolitoli,Central Sulawesi,,AP
TLJ,PATL,Tatalina AFS,62.885277,-155.96806,964,,America/Anchorage,TLJ,US,,,,AP
TLK,UECT,Talakan,59.8818206,111.04548950618738,1329,,Asia/Yakutsk,TLK,RU,Vitim,Sakha,,AP
TLL,EETN,Tallinn Airport,59.414388,24.836840478778107,131,http://www.tallinn-airport.ee/eng,Europe/Tallinn,TLL,EE,Tallinn,Harju,Tallinna linn,AP
TLM,DAON,Zenata Airport,35.0127915,-1.4558047297278263,814,,Africa/Algiers,TLM,DZ,Remchi,Tlemcen,,AP
TLN,LFTH,Hyeres Airport,43.09349,6.159303,7,http://toulon-hyeres.aeroport.fr/,Europe/Paris,TLN,FR,,,,AP
TLO,AYXO,Tol,-4.9809364,152.0101551072929,49,,Pacific/Port_Moresby,TLO,PG,,,,AP
TLP,AYQL,Tumolbil,-4.7744129,141.012953774115,3590,,Pacific/Port_Moresby,TLP,PG,,,,AP
TLQ,ZWTP,Turpan Jiaohe Airport,43.0283315,89.10067669465826,934,,Asia/Shanghai,TLQ,CN,Laochenglu,Xinjiang Uygur Zizhiqu,,AP
TLR,KTLR,Mefford Field,36.216667,-119.35,265,http://www.ci.tulare.ca.us/local_government/departments/administrative_services/airport.htm,America/Los_Angeles,TLR,US,Tulare,California,Tulare County,AP
TLS,LFBO,Toulouse-Blagnac Airport,43.64332175,1.3580811802322725,499,http://www.toulouse.aeroport.fr/,Europe/Paris,TLS,FR,Blagnac,Midi-Pyrenees,Departement de la Haute-Garonne,AP
TLT,TLT,Tuluksak Airport,61.0985829,-160.9660798,30,,America/Anchorage,TLT,US,,,,AP
TLU,SKTL,Tolu,9.516667,-75.583336,16,,America/Bogota,TLU,CO,Tolu,Sucre,,AP
TLV,LLBG,Ben Gurion International Airport,32.0027142,34.88091934223253,135,http://www.iaa.gov.il/Rashat/en-US/Airports/BenGurion/,Asia/Jerusalem,TLV,IL,Kefar Habad,Central District,,AP
TLW,AYVL,Talasea,-5.366667,150.01666,44,,Pacific/Port_Moresby,TLW,PG,,,,AP
TLX,SCTL,Talca,-35.466667,-71.666664,371,,America/Santiago,TLX,CL,Talca,Maule,Provincia de Talca,AP
TLY,UHWP,Plastun Airport,44.816066,136.28809008859224,66,,Asia/Vladivostok,TLY,RU,Plastun,Primorskiy,,AP
TLZ,SWKT,Catalao,-18.166668,-47.95,2612,,America/Sao_Paulo,TLZ,BR,Catalao,Goias,Catalao,AP
TMA,KTMA,Henry Tift Myers,31.426983800000002,-83.48807854883896,355,,America/New_York,TMA,US,Unionville,Georgia,Tift County,AP
TMB,KTMB,Tamiami,25.6481009,-80.43202039454712,8,http://www.miami-airport.com/kendall_tamiami.asp,America/New_York,MIA,US,Country Walk,Florida,Miami-Dade County,AP
TMC,WATK,Tambolaka Airport,-9.340278,119.18306,161,,Asia/Makassar,TMC,ID,Maredakamau,East Nusa Tenggara,,AP
TMD,GQNH,Timbedra,16.2322342,-8.1638308,692,,Africa/Nouakchott,TMD,MR,Nema,Hodh ech Chargui,,AP
TME,SKTM,Gabriel Vargas Santos Airport,6.5,-71.76667,1050,,America/Bogota,TME,CO,Tame,Arauca,,AP
TMF,VRNT,Thimarafushi Airport,2.208611,73.151111,6,,Indian/Maldives,TMF,MV,Veymandoo,Thaa Atholhu,,AP
TMG,WBKM,Tomanggong,5.4013078,118.6593361,26,,Asia/Kuching,TMG,MY,Lahad Datu,Sabah,,AP
TMH,WAKT,Tanahmerah,-6.083333,140.26666,57,,Asia/Jayapura,TMH,ID,Tanahmerah,Papua,,AP
TMI,VNTR,Tumling Tar Airport,27.315,87.193333,1700,,Asia/Kathmandu,TMI,NP,,,,AP
TMJ,UTST,Termez Airport,37.285766100000004,67.31165927426764,1027,,Asia/Samarkand,TMJ,UZ,Tirmiz,Surxondaryo,,AP
TMK,,Tamky,15.566667,108.48333,0,,Asia/Ho_Chi_Minh,TMK,VN,Tam Ky,Quang Nam,,AP
TML,DGLE,Tamale Airport,9.406944,-0.879167,553,,Africa/Accra,TML,GH,Tamale,Northern,,AP
TMM,FMMT,Tamatave,-18.10852705,49.392372747399406,22,,Indian/Antananarivo,TMM,MG,Toamasina,Atsinanana,,AP
TMN,NGTM,Tamana Island,-2.483333,175.98334,0,,Pacific/Tarawa,TMN,KI,Toga Village,Nanumanga,,AP
TMO,SVTM,Tumeremo,7.3,-61.5,345,,America/Caracas,TMO,VE,Guasipati,Bolivar,Municipio Roscio,AP
TMP,EFTP,Tampere-Pirkkala Airport,61.41482,23.608124582625788,390,https://www.finavia.fi/en/tampere-pirkkala/,Europe/Helsinki,TMP,FI,Pirkkala,Pirkanmaa,Tampere,AP
TMQ,DFEM,Tambao,14.783333,0.083333,820,,Africa/Ouagadougou,TMQ,BF,Tin-Akoff,Sahel,Province de l'Oudalan,AP
TMR,DAAT,Aguenar - Hadj Bey Akhamok Airport,22.813385099999998,5.451241709209654,4518,,Africa/Algiers,TMR,DZ,Tamanrasset,Tamanghasset,,AP
TMS,FPST,Sao Tome Island Airport,0.378333,6.725,33,,Africa/Sao_Tome,TMS,ST,Sao Tome,Sao Tome Island,,AP
TMT,SBTB,Trombetas,-1.916667,-55.583332,287,,America/Santarem,TMT,BR,Abidos,Para,Obidos,AP
TMU,MRTR,Tambor Airport,9.733333,-85.01667,33,,America/Costa_Rica,TMU,CR,Paquera,Puntarenas,,AP
TMW,YSTW,Tamworth Airport,-31.0794991,150.84718743745157,1334,http://www.tamworth.nsw.gov.au/Council/Council-Enterprises-and-Venues/Tamworth-Regional-Airport/Tamworth-Regional-Airport/defaul,Australia/Sydney,TMW,AU,Phillip,New South Wales,Tamworth Municipality,AP
TMX,DAUT,Timimoun Airport,29.23472915,0.2729093608047118,1027,,Africa/Algiers,TMX,DZ,Timimoun,Adrar,,AP
TMY,,Tiom,-3.95,138.41667,6931,,Asia/Jayapura,TMY,ID,Karubaga,Papua,,AP
TMZ,NZTH,Thames,-37.11667,175.56667,10,,Pacific/Auckland,TMZ,NZ,Thames,Waikato,Thames-Coromandel District,AP
TNA,ZSJN,Jinan Yaoqiang International Airport,36.8572453,117.21173410272695,76,,Asia/Shanghai,TNA,CN,Jinan,Shandong Sheng,,AP
TNB,WRLH,Tanah Grogot,-1.916667,116.2,17,,Asia/Makassar,TNB,ID,Tanahgrogot,East Kalimantan,,AP
TNC,PATC,Tin City Afs,65.56389,-167.91888,271,,America/Anchorage,TNC,US,,,,AP
TND,MUTD,Trinidad,21.8,-80.0,125,,America/Havana,TND,CU,Trinidad,Sancti Spiritus,,AP
TNE,RJFG,Tanegashima,30.541111,130.95416,768,,Asia/Tokyo,TNE,JP,Nishinoomote,Kagoshima,,AP
TNF,LFPN,Toussus-le-noble,48.75184575,2.1072688321992112,538,,Europe/Paris,TNF,FR,Villiers-le-Bacle,Ile-de-France,Departement de l'Essonne,AP
TNG,GMTT,Tangier Ibn Battouta Airport,35.72920725,-5.912942469695661,62,,Africa/Casablanca,TNG,MA,Boukhalef,Tanger-Tetouan,Tanger-Assilah,AP
TNH,ZYTN,Tonghua Sanyuanpu Airport,41.75,125.95,1200,,Asia/Shanghai,TNH,CN,Hulutao,Jilin Sheng,,AP
TNI,VIST,Satna,24.561878200000002,80.85495554511736,1060,,Asia/Kolkata,TNI,IN,Satna,Madhya Pradesh,Satna,AP
TNJ,WIDN,Kidjang Airport,0.919167,104.53611,52,,Asia/Jakarta,TNJ,ID,Tanjungpinang,Riau Islands,,AP
TNK,4KA,Tununak,60.5753352,-165.26930269019948,14,,America/Anchorage,TNK,US,,,,AP
TNL,,Ternopol,49.566666,25.6,0,,Europe/Kiev,TNL,UA,Ternopil',Ternopil,,AP
TNM,SCRM,Teniente R. Marsh Martin,-62.190556,-58.98639,147,,America/Santiago,TNM,AQ,Stanley,,,AP
TNN,RCNN,Tainan Airport,22.95073545,120.2091711929723,63,http://www.tna.gov.tw/,Asia/Taipei,TNN,TW,Tainan,Taiwan,Tainan,AP
TNO,MRTM,Tamarindo,10.314909199999999,-85.81544160967911,41,,America/Costa_Rica,TNO,CR,Santa Cruz,Guanacaste,,AP
TNP,KTNP,Twentynine Palms,34.1317,-115.946,1888,http://cms.sbcounty.gov/airports/Airports/TwentyninePalms.aspx,America/Los_Angeles,TNP,US,Twentynine Palms,California,San Bernardino County,AP
TNQ,PLWN,Teraina,4.7,-160.33333,30,,Pacific/Kiritimati,TNQ,KI,,,,AP
TNR,FMMI,Antananarivo Airport,-18.799631,47.47503,4198,,Indian/Antananarivo,TNR,MG,Antananarivo,Analamanga,,AP
TNS,CBX5,Tungsten,62.0,-127.666664,3500,,America/Dawson_Creek,TNS,CA,,,,AP
TNT,KTNT,Dade Collier,25.783333,-80.183334,13,http://www.miami-airport.com/dade_collier.asp,America/New_York,MIA,US,Miami,Florida,Miami-Dade County,AP
TNU,KTNU,Newton Municipal Airport,41.7,-93.05,953,http://www.newtongov.org/index.aspx?nid=189,America/Chicago,TNU,US,Newton,Iowa,Jasper County,AP
TNV,PLFA,Tabuaeran,3.833333,-159.35,0,,Pacific/Kiritimati,TNV,KI,Napari Village,Line Islands,Tabuaeran,AP
TNW,SEJD,Jumandy,62.666195,-153.7112,1234,http://www.dgac.gob.ec/tena/,America/Guayaquil,TNW,EC,,,,AP
TNX,VDST,Stung Treng,13.5325495,106.01475211610405,203,,Asia/Phnom_Penh,TNX,KH,Stung Treng,Stung Treng,,AP
TNZ,ZMTL,Tosontsengel,48.7408231,98.2757583,5610,,Asia/Hovd,TNZ,MN,Tosontsengel,Dzabkhan,,AP
TOA,KTOA,Torrance Airport,33.8027967,-118.34003744467967,103,http://www.torranceca.gov/487.htm,America/Los_Angeles,TOA,US,Torrance,California,Los Angeles County,AP
TOB,HLGN,Tobruk,31.861688649999998,23.90982265787035,519,,Africa/Tripoli,TOB,LY,Tobruk,Sha`biyat al Butnan,,AP
TOC,KTOC,Toccoa RG Letourneau Field,34.583332,-83.316666,996,http://www.stephenscountyga.com/airport.cfm?lid=249,America/New_York,TOC,US,Toccoa,Georgia,Stephens County,AP
TOD,WMBT,Tioman,2.75,104.166664,15,,Asia/Kuala_Lumpur,TOD,MY,Kampung Tekek,Pahang,,AP
